,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
117,"RT @Vipervenom1981: Excellent close on $bysd . Don't listen to the bashers it has massive potential. 
$siri $kshb $appl $amzn $ldsr $mine…",FALSE,0,NA,5/25/2018 21:27,FALSE,NA,1.00013E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nickeli54,1,TRUE,FALSE,NA,NA
118,"Excellent close on $bysd . Don't listen to the bashers it has massive potential. 
$siri $kshb $appl $amzn $ldsr… https://t.co/XL7mAyo4FT",FALSE,1,NA,5/25/2018 21:09,TRUE,NA,1.00012E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,1,FALSE,FALSE,NA,NA
119,"RT @Vipervenom1981: How long before $apru has their drink inside of Wal-Mart. I bet we hit a quarter at that point
$siri $kshb $appl $amzn…",FALSE,0,NA,5/25/2018 20:24,FALSE,NA,1.00011E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cutter181,3,TRUE,FALSE,NA,NA
120,PepsiCo just bought bare foods. I bet #anheuserbusch is going to buy #applerush next week. $apru my shares are lock… https://t.co/scBxWcibvh,FALSE,1,NA,5/25/2018 19:51,TRUE,NA,1.0001E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
121,"$aagc the real run is just starting ,,,get some 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh… https://t.co/zE6wa69kZR",FALSE,0,NA,5/25/2018 19:34,TRUE,NA,1.0001E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
122,"$mpxef  doing real #cannabis business. And it's only getting bigger 
$siri $kshb $appl $amzn $ldsr $mine  $andi… https://t.co/oylxT1BRrv",FALSE,1,NA,5/25/2018 19:09,TRUE,NA,1.00009E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
123,"RT @Vipervenom1981: How long before $apru has their drink inside of Wal-Mart. I bet we hit a quarter at that point
$siri $kshb $appl $amzn…",FALSE,0,NA,5/25/2018 18:57,FALSE,NA,1.00009E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",osu78OnFIre,3,TRUE,FALSE,NA,NA
124,"How long before $apru has their drink inside of Wal-Mart. I bet we hit a quarter at that point
$siri $kshb $appl… https://t.co/N8Gz37t7DV",FALSE,5,NA,5/25/2018 18:57,TRUE,NA,1.00009E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,3,FALSE,FALSE,NA,NA
125,"Update: About 12 hours ago, a form of non-human intelligence (#AI) largely predicted a neutral-to-bullish stockmark… https://t.co/LvdcsxTBmu",FALSE,0,NA,5/25/2018 15:53,TRUE,NA,1.00004E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
126,$APPL  $930 B market cap   fomo baby,FALSE,0,NA,5/25/2018 14:52,FALSE,NA,1.00003E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CapCube,0,FALSE,FALSE,NA,NA
127,"I'm doubling down on it. $bysd could Cripple #lasvegas 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att… https://t.co/7Jt354gSlG",FALSE,0,NA,5/25/2018 14:51,TRUE,NA,1.00003E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
128,"$bysd can run anytime now . We all seen it on Monday 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att… https://t.co/N7x71Jrvtx",FALSE,2,NA,5/25/2018 14:26,TRUE,NA,1.00002E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,1,FALSE,FALSE,NA,NA
129,"RT @Vipervenom1981: $srmx should see 005 today jump on in there 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh $btc $ltc $…",FALSE,0,NA,5/25/2018 14:12,FALSE,NA,1.00002E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HudsonValuation,1,TRUE,FALSE,NA,NA
130,"This is going to be huge. $snnvf is definitely a long term hold/buy 
$siri $kshb $appl $amzn $ldsr $mine  $andi… https://t.co/r2yXJOeGMo",FALSE,0,NA,5/25/2018 14:11,TRUE,NA,1.00002E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
131,"$dirv though. Cheap cheap shares same with $amfe I'm in there on this sale $rxmd 

$siri $kshb $appl $amzn $ldsr… https://t.co/gWGKWjRYwd",FALSE,1,NA,5/25/2018 14:01,TRUE,NA,1.00001E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
132,"$srmx should see 005 today jump on in there 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh $btc… https://t.co/0roHXer104",FALSE,1,NA,5/25/2018 13:57,TRUE,NA,1.00001E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,1,FALSE,FALSE,NA,NA
133,RT @Vipervenom1981: I don't even have to post about $aagc . It's going ballistic all on its own. $siri $kshb $appl $amzn $ldsr $mine  $andi…,FALSE,0,NA,5/25/2018 13:56,FALSE,NA,1.00001E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jordan_Thorburn,2,TRUE,FALSE,NA,NA
134,RT @Vipervenom1981: I don't even have to post about $aagc . It's going ballistic all on its own. $siri $kshb $appl $amzn $ldsr $mine  $andi…,FALSE,0,NA,5/25/2018 13:56,FALSE,NA,1.00001E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",x0FFx0E4,2,TRUE,FALSE,NA,NA
135,I don't even have to post about $aagc . It's going ballistic all on its own. $siri $kshb $appl $amzn $ldsr $mine… https://t.co/7izU3c5Igg,FALSE,3,NA,5/25/2018 13:55,TRUE,NA,1.00001E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,2,FALSE,FALSE,NA,NA
136,"RT @Vipervenom1981: $apru , don't get caught with out shares if the news drops today 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $…",FALSE,0,NA,5/25/2018 13:53,FALSE,NA,1.00001E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",osu78OnFIre,1,TRUE,FALSE,NA,NA
137,"$apru , don't get caught with out shares if the news drops today 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita… https://t.co/njGJLfgyoq",FALSE,1,NA,5/25/2018 13:52,TRUE,NA,1.00001E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,1,FALSE,FALSE,NA,NA
138,"Uncle $phil I feel you coming. I feel you coming baby
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att… https://t.co/aolw2QIuqk",FALSE,0,NA,5/25/2018 13:51,TRUE,NA,1.00001E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
139,"In early-morning options action, equity names among the top 10 most actives include: $BAC, $MU, $APPL
https://t.co/wyfH3UcCAS",FALSE,1,NA,5/25/2018 13:34,FALSE,NA,1.00001E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RandyAFrederick,0,FALSE,FALSE,NA,NA
140,"Stocks making pre-market moves on FRIDAY: $VTGN $CPE $FL $NAK $CHK $HIBB $CHCI $AKER $MTP $QUIK $GPS $APPL $AMZN

W… https://t.co/AQalEbmjpa",FALSE,2,NA,5/25/2018 12:40,TRUE,NA,9.99994E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TradeAlertsEDU,0,FALSE,FALSE,NA,NA
141,"RT @bitcommander: Overview of your stocks on the #iPhone. Supports all major stock exchanges, calculate P&amp;L (incl. fees &amp; dividends).
#FTSE…",FALSE,0,NA,5/25/2018 5:36,FALSE,NA,9.99887E+17,NA,"<a href=""https://www.tacticalturtles.net/"" rel=""nofollow"">Turtle Retweet Bot</a>",TTurtles_RTs,3,TRUE,FALSE,NA,NA
142,"RT @bitcommander: Overview of your stocks on the #iPhone. Supports all major stock exchanges, calculate P&amp;L (incl. fees &amp; dividends).
#FTSE…",FALSE,0,NA,5/25/2018 5:34,FALSE,NA,9.99887E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">anpaus-twitter-bot</a>",pawelterlecki,3,TRUE,FALSE,NA,NA
143,"RT @bitcommander: Overview of your stocks on the #iPhone. Supports all major stock exchanges, calculate P&amp;L (incl. fees &amp; dividends).
#FTSE…",FALSE,0,NA,5/25/2018 5:34,FALSE,NA,9.99887E+17,NA,"<a href=""http://twitter.com/ShoutGamers"" rel=""nofollow"">Team ShoutGamers</a>",ShoutGamers,3,TRUE,FALSE,NA,NA
144,"Overview of your stocks on the #iPhone. Supports all major stock exchanges, calculate P&amp;L (incl. fees &amp; dividends).… https://t.co/Kkk27lawxO",FALSE,6,NA,5/25/2018 5:34,TRUE,NA,9.99887E+17,NA,"<a href=""https://twitter.com/bitcommander"" rel=""nofollow"">tweetliker_bit</a>",bitcommander,3,FALSE,FALSE,NA,NA
145,$appl And they just won a lawsuit against Samsung for $539 million. Calls may be on the menu early tomorrow,FALSE,0,NA,5/25/2018 3:49,FALSE,NA,9.9986E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",optionsearnings,0,FALSE,FALSE,NA,NA
146,"price prediction ($QQQ) for Friday (May 25, 2018)

I built an #AI-lite model to predict the daily prices of the… https://t.co/htXWldBCMK",FALSE,2,NA,5/25/2018 2:58,TRUE,NA,9.99847E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
147,Samsung owes Apple $539M for infringing iPhone design patents https://t.co/cqc6nheFT4 via @CNET #law #apple #samsung $APPL,FALSE,0,NA,5/25/2018 2:47,FALSE,NA,9.99844E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CliffordWolff,0,FALSE,FALSE,NA,NA
148,If you don’t follow @ClayTrader25 your probably not getting scammed enough in life Take a chance get scammed no har… https://t.co/KyVtjuiKbh,FALSE,5,NA,5/25/2018 2:08,TRUE,NA,9.99835E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",SimTykes,0,FALSE,FALSE,NA,NA
149,"There’s A Free Stock Waiting For You!

Trade Stocks, Options, and Cryptocurrencies with NO fees, commissions, or su… https://t.co/XGHZtF8K5e",FALSE,0,NA,5/25/2018 2:00,TRUE,NA,9.99832E+17,NA,"<a href=""https://sqlforge.us/"" rel=""nofollow"">greatnlife</a>",greatnlife,0,FALSE,FALSE,NA,NA
150,"FAILURE,MOSTLY: our #AI-based prediction for the high was highly accurate - but we missed on the open, low, and clo… https://t.co/1ZzGIJEhgB",FALSE,1,NA,5/25/2018 1:36,TRUE,NA,9.99827E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
151,@jonfortt Is this was $appl the <ed><U+00A0><U+00BD><ed><U+00B2><U+00A9>would hit the fan.  @CNBC would devote hours to it tomorrow and supply chain jocke… https://t.co/Yo0c5DA2hQ,FALSE,0,jonfortt,5/25/2018 0:06,TRUE,9.99797E+17,9.99804E+17,26819104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BeltwayGreg,0,FALSE,FALSE,NA,NA
152,"$APPL is set at good buy point with upgrades..

https://t.co/V0gs05iHn0
U.S. jury awards Apple $539 million in Samsung patent retrial",FALSE,1,NA,5/24/2018 23:54,FALSE,NA,9.99801E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Commonsense1926,0,FALSE,FALSE,NA,NA
153,Is #RedNoseDay some Rudolf celebration bcuz Christmas ain’t until December #Girlfriend $BYOC $CELZ $AXXa $Goog $fb $twtr $appl,FALSE,0,NA,5/24/2018 21:51,FALSE,NA,9.9977E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",SimTykes,0,FALSE,FALSE,NA,NA
154,@VentureBeat @horwitz Good. Samsung had been copying and pasting for a while. Now that that's out of the way. Can t… https://t.co/cS0QfG2Bce,FALSE,1,VentureBeat,5/24/2018 21:45,TRUE,9.99767E+17,9.99768E+17,60642052,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",omara341,0,FALSE,FALSE,NA,NA
155,@passthebeano @RichardKeppler1 Foxconn making cars will be super interesting! Will be more trouble for existing ICE… https://t.co/3Q5sKc8zs3,FALSE,0,passthebeano,5/24/2018 17:48,TRUE,9.99708E+17,9.99709E+17,2693713662,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SalilFadnavis,0,FALSE,FALSE,NA,NA
156,"Come on, the world &amp; stock market are better off w/ #Trump NOT going to #NorthKoreaSummit. No way he wouldn’t make… https://t.co/8peY8Ev2VR",FALSE,0,NA,5/24/2018 16:31,TRUE,NA,9.99689E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",daesr1,0,FALSE,FALSE,NA,NA
157,"Update: the market so far has respected the high, and missed the open and low. We had an exogenous event that seeme… https://t.co/j0IvA2Qb5e",FALSE,1,NA,5/24/2018 16:31,TRUE,NA,9.99689E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
158,"RT @arandomwalknews: Smart Speaker Market Heating Up $AMZN $GOOGL $GOOG $APPL $BABA
https://t.co/dKVPgqpggc",FALSE,0,NA,5/24/2018 16:25,FALSE,NA,9.99688E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",arandomwalknews,1,TRUE,FALSE,NA,NA
159,"I know that's right $amfe $dirv strong. 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh $btc $ltc… https://t.co/CY7d9Y98IS",FALSE,0,NA,5/24/2018 13:28,TRUE,NA,9.99643E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
160,RT @KarinaCaddel: #ArtificialIntelligence #AI #Automation #MachineLearning #DeepLearning #BigData #NLP #IoT #Robotics #Robots #NanoTechnolo…,FALSE,0,NA,5/24/2018 13:21,FALSE,NA,9.99642E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SladeGrantham,5,TRUE,FALSE,NA,NA
161,Buy buy buy $APPL https://t.co/XKa83nV76u,FALSE,0,NA,5/24/2018 12:43,FALSE,NA,9.99632E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FahadAlhbi,0,FALSE,FALSE,NA,NA
162,I hate to say it but #China censorship of #$GOOG Maps made me revisit $APPL Maps for the first time since they bomb… https://t.co/mClTYKmQ0a,FALSE,1,NA,5/24/2018 8:45,TRUE,NA,9.99572E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",garysballs,0,FALSE,FALSE,NA,NA
163,"Omg another 1,500,000 hit just came in on #etherscan uncle  $phil is doing the damn thing #glxx 
$siri $kshb $appl… https://t.co/2BN4pHwy8w",FALSE,4,NA,5/24/2018 5:44,TRUE,NA,9.99526E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
164,"price prediction ($QQQ) for Thursday (May 24, 2018)

I built an #AI-lite model to predict the daily prices of the… https://t.co/gNH9HJ6NEE",FALSE,2,NA,5/24/2018 2:43,TRUE,NA,9.99481E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
165,"SUCCESS,COMPLETE: Today the market behaved in accordance with all 4 interval predictions - open, high, low, and clo… https://t.co/u4OgjIyTHk",FALSE,2,NA,5/23/2018 23:00,TRUE,NA,9.99425E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
166,"Smart Speaker Market Heating Up $AMZN $GOOGL $GOOG $APPL $BABA
https://t.co/dKVPgqpggc",FALSE,0,NA,5/23/2018 20:42,FALSE,NA,9.9939E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",arandomwalknews,1,FALSE,FALSE,NA,NA
167,"My best life is being able to rewind the last 25 years, but keep the knowledge I have now....that and my 1000 share… https://t.co/QnNBxwY5X8",FALSE,0,NA,5/23/2018 20:09,TRUE,NA,9.99382E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",peglegwisdom,0,FALSE,FALSE,NA,NA
168,"RT @Vipervenom1981: I might be part of the millionaire club soon $aagc baby beast mode 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s…",FALSE,0,NA,5/23/2018 18:05,FALSE,NA,9.99351E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",x0FFx0E4,1,TRUE,FALSE,NA,NA
169,"I might be part of the millionaire club soon $aagc baby beast mode 
$siri $kshb $appl $amzn $ldsr $mine  $andi… https://t.co/a5BJwpeb6J",FALSE,3,NA,5/23/2018 17:47,TRUE,NA,9.99346E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,1,FALSE,FALSE,NA,NA
170,"Update: When an #AI predicts a neutral #stockmarket on Wednesday, should you listen?

(See last night's tweet below… https://t.co/zhzO5WhFbk",FALSE,1,NA,5/23/2018 17:17,TRUE,NA,9.99339E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
171,"For ever 2 shares of $phil you have on may 31 you get ,1 free #apr share . Said to list on the #nasdaq .....$siri… https://t.co/a9R7bvEj9u",FALSE,2,NA,5/23/2018 16:26,TRUE,NA,9.99326E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
172,#cannabis will see a major boom once this is signed time to load up on $scna $snnvf $mpxef $apru and definitely… https://t.co/bPPwBxlkZ4,FALSE,1,NA,5/23/2018 16:11,TRUE,NA,9.99322E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
173,"$phil I've been calling this one hope you all listen when $Phil has a hit on #etherscan for #gildx  it is over 10,0… https://t.co/D1itRpgCgC",FALSE,1,NA,5/23/2018 15:53,TRUE,NA,9.99317E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
174,$csrh I'm telling you all legalized  sports betting will cripple #lasvegas the $$$$ is coming here. $siri $kshb… https://t.co/feKlDHNcwd,FALSE,1,NA,5/23/2018 15:43,TRUE,NA,9.99315E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
175,"I firmly believe in this $rxmd and the #pillpack machine is going platinum
$siri $kshb $appl $amzn $ldsr $mine… https://t.co/YGJG4deveu",FALSE,2,NA,5/23/2018 15:22,TRUE,NA,9.9931E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
176,"$apru should gap up . so much going on for them 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh… https://t.co/nKxyo9odsB",FALSE,2,NA,5/23/2018 7:31,TRUE,NA,9.99191E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
177,"$phil is killing it on #etherscan another big hit for #glxx #gildex 
$siri $kshb $appl $amzn $ldsr $mine  $andi… https://t.co/fp24vtqWYV",FALSE,2,NA,5/23/2018 7:30,TRUE,NA,9.99191E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
178,"price prediction ($QQQ) for Wednesday (May 23, 2018)

I built an #AI model to predict the daily prices of the $QQQ… https://t.co/GmL9qw1muU",FALSE,1,NA,5/23/2018 1:19,TRUE,NA,9.99097E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
179,RT @GerberKawasaki: @axios media trends including yours truly. Talking the money grab for entertainment talent in Hollywood. $appl $nflx $a…,FALSE,0,NA,5/22/2018 23:10,FALSE,NA,9.99065E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hatemdhiab,1,TRUE,FALSE,NA,NA
180,@axios media trends including yours truly. Talking the money grab for entertainment talent in Hollywood. $appl… https://t.co/pn5Jug1mCm,FALSE,0,axios,5/22/2018 23:09,TRUE,NA,9.99065E+17,8.00707E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GerberKawasaki,1,FALSE,FALSE,NA,NA
181,RT @predictionmonk: I built an #AI-lite model to predict the daily prices of the #Nasdaq-100 ($QQQ). Regular predictions are offered as a p…,FALSE,0,NA,5/22/2018 23:05,FALSE,NA,9.99064E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cpowerfitness,1,TRUE,FALSE,NA,NA
182,"Our #AI-based prediction for tomorrow's #StockMarket will be posted in about 3 hours or so. Yes, you eastcoasters w… https://t.co/o5O7yXfcgL",FALSE,0,NA,5/22/2018 22:12,TRUE,NA,9.99051E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,0,FALSE,FALSE,NA,NA
183,$dirv the news will sink in and this should zoom $siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh… https://t.co/FOLCLRlwaG,FALSE,1,NA,5/22/2018 19:16,TRUE,NA,9.99006E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
184,RT @syberstock: @SwingTraderstoc Agreed NNRX bring on the news and let's see the new #brokerage direction terms this #merger of an establis…,FALSE,0,NA,5/22/2018 18:49,FALSE,NA,9.98999E+17,NA,"<a href=""https://www.google.ca/?gws_rd=ssl#q=build a twitter bot"" rel=""nofollow"">twitterbot2017abc</a>",Barry69104159,1,TRUE,FALSE,NA,NA
185,"RT @Vipervenom1981: Confirmed my last tweet on $apru thanks Tony . Wow $mjna 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $med…",FALSE,0,NA,5/22/2018 18:30,FALSE,NA,9.98995E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Lowcountry6SC,1,TRUE,FALSE,NA,NA
186,"Don't sleep on $aagc $gmgi $bysd . Known runners , live action baby. 
$siri $kshb $appl $amzn $ldsr $mine  $andi… https://t.co/L1AhqDHLx9",FALSE,1,NA,5/22/2018 18:30,TRUE,NA,9.98995E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
187,"Confirmed my last tweet on $apru thanks Tony . Wow $mjna 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att… https://t.co/Zowv9Avcen",FALSE,1,NA,5/22/2018 18:10,TRUE,NA,9.9899E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,1,FALSE,FALSE,NA,NA
188,@SwingTraderstoc Agreed NNRX bring on the news and let's see the new #brokerage direction terms this #merger of an… https://t.co/1doGkTTbPp,FALSE,0,SwingTraderstoc,5/22/2018 18:01,TRUE,9.98982E+17,9.98987E+17,9.10525E+17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",syberstock,1,FALSE,FALSE,NA,NA
189,The bashers are out in full force on $srmx . That usually only mesns one thing. $siri $kshb $appl $amzn $ldsr $mine… https://t.co/tx89v19rwT,FALSE,1,NA,5/22/2018 17:53,TRUE,NA,9.98985E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
190,I built an #AI-lite model to predict the daily prices of the #Nasdaq-100 ($QQQ). Regular predictions are offered as… https://t.co/8jfhPt749m,FALSE,3,NA,5/22/2018 17:23,TRUE,NA,9.98978E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",predictionmonk,1,FALSE,FALSE,NA,NA
191,"$rxmd  is a real company with real revenue
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh $btc $ltc… https://t.co/6wX0u5JWkH",FALSE,0,NA,5/22/2018 16:14,TRUE,NA,9.9896E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
192,BJpimen  is a genius . You better get in here $aagc copper bound $siri $kshb $appl $amzn $ldsr $mine  $andi $uita… https://t.co/xjQdxsjx6J,FALSE,0,NA,5/22/2018 14:42,TRUE,NA,9.98937E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
193,"@ashishnagi_ In this way, the real risk is to Visa, MasterCard &amp; AMEX. Throw in traditional banks as well.

$SQ,… https://t.co/nLBjRSGmry",FALSE,2,freshfortune,5/22/2018 14:42,TRUE,9.98936E+17,9.98937E+17,21338172,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",freshfortune,0,FALSE,FALSE,NA,NA
194,"I will hold $dirv and add the dips thanks, for the cheapies 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s… https://t.co/na4sPs4oHk",FALSE,0,NA,5/22/2018 14:39,TRUE,NA,9.98936E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Vipervenom1981,0,FALSE,FALSE,NA,NA
195,"RT @Vipervenom1981: I couldn't have said it better myself $apru 
$siri $kshb $appl $amzn $ldsr $mine  $andi $uita $s $att $medh $btc $ltc $…",FALSE,0,NA,5/22/2018 14:28,FALSE,NA,9.98934E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",osu78OnFIre,1,TRUE,FALSE,NA,NA
